P13				P8	check		1P8	1check		2P8	2check		3P8	3check		4P8	4check	5P8	5check		P43
update																				
P13	check	Column	Column2	pl_copy 1 1	pl_copy 1 1 ID	coordonnées géographiques2	pl_copy 1 2	pl_copy 1 2 ID	coordonnées géographiques	pl_copy 1 3	pl_copy 1 3 ID	coordonnées géographiques3	pl_copy 2 1	pl_copy 2 1 ID	coordonnées géographiques4	pl_copy 2 2	pl_copy 2 2 ID	pl_copy 3	pl_copy 3 ID	coordonnées géographiques5	P43
95.13			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															à l’imprimerie des sciences et arts
95.14			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
95.15			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de Cailleau
95.16	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Mercier
95.17	nt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Aubry, veuve Girouard
95.18			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Leprieur
95.19	*																				
95.2	t		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															la veuve J. Dôil
95.21	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lepetit, Dugrit à Niort, Plas-Mame à Tours
95.22	mnt		Neuchâtel	Neuchâtel	https://www.wikidata.org/wiki/Q69345	46.990277777778,6.9305555555556															Louis Fauche-Borel
95.23	t		Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333															Vincent
95.24			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lebastier frères jeunes, Brunet, marchands de nouveautés
95.25			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
95.26			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															chez l’auteur, André
95.27	n		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															chez l’éditeur, André, Déroy
95.28			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Louis, chez l’auteur
95.29			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Louis
95.3	t?		Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															Luc Sestié et G.J. Manget
95.30	n		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de l’auteur
95.31			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															veuve Girouard, et au bureau de la librairie
95.32			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Mercier
95.33			Versailles	Versailles	https://www.wikidata.org/wiki/Q621	48.804722222222,2.1341666666667															de l’imprimerie de M.-D. Cosson
95.34			Berne	Berne	https://www.wikidata.org/wiki/Q70	46.94798,7.44743															chez Emanuel Haller
95.35			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
95.38	c_MH		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Leprieur
95.39	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															F. Buisson
95.4	t?		Lons-le-Saunier	Lons-le-Saunier	https://www.wikidata.org/wiki/Q203529	46.674444444444,5.5538888888889															Claude-André Delhorme
95.40	mt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Gueffier, Massot
95.41	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Leprieur
95.42			Lausanne & Paris	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Durand, Ravanel et Compe, Fuchs
95.43	ct		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Denné
95.44	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie du Magazin encyclopédique
95.5	t?		Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333															J.P. Giegler
95.6	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lepetit
95.7	t		Lausanne & Paris	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									
95.8	c_MH		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lepetit
95.9			Paris & Rochefort & La Rochelle	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889							Rochefort	https://www.wikidata.org/wiki/Q70219	46.983333333333,6.8166666666667			La Rochelle	https://www.wikidata.org/wiki/Q82185	46.159444444444,-1.1513888888889	Bailly, Jousserant, Cappon
96.1			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
96.10			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Deterville
96.11			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Le Prieur
96.12			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Leprieur
96.13			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Leprieur
96.14	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Déterville
96.15	m		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															J.J. Lucet
96.16			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lanneau, Louvet, Meurant, Le Petit, Le Breton
96.17			Paris & Leipsig	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889							Leipzig	https://www.wikidata.org/wiki/Q2079	51.333333333333,12.383333333333						Imprimerie des sciences et des arts, Pierre Philippe Wolf
96.18bis			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Barba
96.19	m		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie d’Hacquart
96.2			Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															
96.20	mnt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Allior successeur de Didot jeune
96.21	mn		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															chez l’auteur
96.22	cmnt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de Delance
96.23			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															George Bridel, chez les marchands de nouveautés
96.24	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															H.J. Jansen et comp.
96.25	nt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															chez Maison, de l’imprimerie de Hautbout l’aîné
96.26	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Agasse
96.27	nt		Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333															Hignou et Compe., aux dépends (sic) de l’auteur,
96.28	nt		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															chez l’auteur, T. Cadell le jeune et G. Davies, Tindal
96.29	nt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Laran, au Palais Egalité
96.3			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															
96.30			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Deroy
96.31			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Deroy
96.32			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Tiger
96.33			1790 Pithiviers	Pithiviers	https://www.wikidata.org/wiki/Q217159	48.171944444444,2.2519444444444															Cocatrix l’aîné
96.34	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															H.J. Jansen et Comp.
96.35	mnt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de Didot jeune
96.36	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Le Petit
96.37	mnt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															imprimerie de P. Didot l’ainé
96.38			Lombard & Paris	Lombard						Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									de Langres Chaumont, de l’imprimerie de Bouchard, Gamery
96.39			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Laurens jeune
96.4	t		Vienne	Vienne	https://www.wikidata.org/wiki/Q1741	48.20833,16.373064															Huebner
96.40			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															chez J.J. Paschoud, libraire, de l’imprimerie de Luc Sestié
96.41																					
96.42			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lepetit
96.43			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lepetit
96.44			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															rue Helvétius, N°
96.45	n		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															chez l’auteur
96.46			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Ponthieu
96.47	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lepetit
96.48	mnt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Gail
96.49			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de Mercier
96.5			In-18	In-18																	
96.50			Rome	Rome	https://www.wikidata.org/wiki/Q220	41.893055555556,12.482777777778															de l’imprimerie du Saint-Père
96.51			Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333															Henri Vincent
96.52			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															J .M. Leguay
96.53			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
96.54			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Didot l’aîné
96.55	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lepetit
96.56	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
96.57	t		Vienne	Vienne	https://www.wikidata.org/wiki/Q1741	48.20833,16.373064															aux dépens du traducteur
96.58	t		Vienne	Vienne	https://www.wikidata.org/wiki/Q1741	48.20833,16.373064															aux dépens du traducteur
96.59	nt		Vienne	Vienne	https://www.wikidata.org/wiki/Q1741	48.20833,16.373064															aux dépens du traducteur
96.6			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Deroy
96.60			Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															J. J. Paschoud, imprimerie de Luc Sestie
96.61			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															chez l’auteur, au bureau de la Décade philosophique et chez les principaux libraires
96.62	mt		Zuric	Zurich	https://www.wikidata.org/wiki/Q72	47.378611111111,8.54															chez H. Gessner
96.7	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Gueffier jeune
96.8			de l’Oxus & Paris	de l’Oxus						Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									de l’imprimerie de Babouc, l’auteur, Desenne, Maret et tous les marchands de nouveautés
96.9			IV	IV																	
97.1			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Mourer, Pinparé
97.10	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradân, Gide
97.11			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															chez les marchands de nouveautés
97.12	m		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Bureau du Journal des campagnes et des armées, et chez Mercier
97.13			Paris & Orléans	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889							Orléans	https://www.wikidata.org/wiki/Q6548	47.902222222222,1.9041666666667						Ch. Pougens, Berthevin
97.14			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Le Prieur
97.15			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Boulard
97.16			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															chez les marchands de nouveautés
97.17																					
97.18			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															imprimerie de Chaigneau aîné
97.19	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
97.2	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
97.20	nt		A Dampierre	Dampierre	https://www.wikidata.org/wiki/Q688786	48.550833333333,4.3677777777778															par G.E.J.M.A.L.
97.23			Fanfan	Fanfan																	à Alexis, des Petits montagnards, &c. Paris, Le Prieur
97.24			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Louis
97.25			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Favre, l’auteur, Conort
97.26			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Favre
97.27																					
97.28	nt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de Gay et Gide
97.29			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lepetit
97.3																					
97.30	*		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Pigoreau
97.31																					
97.32	m		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Graffe frères, et chez l’auteur
97.33			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															chez l’auteur, Desenne, Brigitte-Matthey, Maret, Knapen fils, et chez tous les Mds. de nouveautés
97.34			Bruxelles	Bruxelles	https://www.wikidata.org/wiki/Q239	50.846666666666664,4.351666666666667															de l’imprimerie Ad. Stapleaux
97.35	nt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															imprimé chez Fauche-Borel
97.36	t		Genève	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15															J.J. Paschoud
97.37	t		Moscou	Moscou	https://www.wikidata.org/wiki/Q649	55.755833333333,37.617777777778															F. Courtener
97.38	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
97.39			Brunswick	Brunswick	https://www.wikidata.org/wiki/Q2773	52.269166666667,10.521111111111															Thomas
97.4	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Pougenset Buisson
97.40	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie du traducteur
97.41			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Galetti
97.42	t																				
97.43			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Louis
97.44			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Louis
97.45	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
97.46	nt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de P.S. Charpentier (ci-devant femme Demailly), chez Bailly, Desenne
97.47	t		Paris.	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Buisson, Deroy
97.48			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															au bureau de la librairie
97.49	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
97.5	m																				
97.50	n		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de P. Didot l’ainé
97.51			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de P. Didot l’ainé
97.52	c_MH		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lepetit
97.53			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
97.54	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Testu, Delalain jeune
97.55	t		Paris & Genève	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889							Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15						Lepetit, J.J. Paschoud
97.56	nt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Denné jeune, Maradan
97.57	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															A. Cl. Forget
97.58	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
97.59			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lemierre
97.6			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															chez les marchands de nouveautés
97.60	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															l’auteur, Pigoreau
97.61			Paris & Orléans	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889							Orléans	https://www.wikidata.org/wiki/Q6548	47.902222222222,1.9041666666667						Johanneau, tous les marchands de nouveautés, Berthevin et Ripault
97.62	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Gide
97.63	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Denné jeune
97.64	nt																				
97.65			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lepetit
97.66			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															imprimerie de Conort
97.67			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
97.68			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Conort
97.69			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Delalain fils, Desenne
97.7	t		Genève & Paris	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									J.J. Paschoud, Maradan
97.70	*																				
97.71			En Hollande	Hollande	https://www.wikidata.org/wiki/Q102911	52.25,4.667															
97.72			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
97.73			Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333															A. Fischer et Luc Vincent
97.75	nt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Déroy
97.76	nt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															au magazin des romans nouveaux, Lepetit
97.77			M.	M.																	Philippe Henri Guilhauman
97.8	mt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Moutardier, Deroy, J. Ch. Laveaux
97.9	nt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
98.1			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Cailleau
98.10			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lemoine, Pigoreau
98.11			Aux Sables	Aux Sables																	chez Ferré
98.12	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
98.13	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
98.14			Berlin	Berlin	https://www.wikidata.org/wiki/Q64	52.516666666667,13.383333333333															
98.15			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Revol, Fayol
98.16	nt		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Dufart
98.17	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan, Nicole
98.18	t?		Paris & Lausanne	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889							Lausanne	https://www.wikidata.org/wiki/Q807	46.533333333333,6.6333333333333						chez les marchands de nouveautés, J.P. Giegler
98.19			Hambourg	Hambourg	https://www.wikidata.org/wiki/Q1055	53.55,10															Fauche
98.2																					
98.20	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															H. Nicolle
98.21	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Carteret et Brosson
98.22			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
98.23	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Poignée
98.24	ct		Cologne	Cologne	https://www.wikidata.org/wiki/Q365	50.942222222222,6.9577777777778															
98.25	t?		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Devaux
98.26	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Tavemier, Desenne, Pougens
98.27			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															veuve Tiger
98.28			Hambourg & Brunswick	Hambourg	https://www.wikidata.org/wiki/Q1055	53.55,10							Brunswick	https://www.wikidata.org/wiki/Q2773	52.269166666667,10.521111111111						P.F. Fauche et compagnie
98.29	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Charles Pougens
98.3			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Desenne, Debray, Pigoreau et tous les marchands de nouveautés
98.30			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Le Prieur
98.31			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Moller et Dentu
98.32	[98.32]																				
98.33	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Pougens
98.34			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Gueffier jeune
98.35	c_MH		Leipsic	Leipzig	https://www.wikidata.org/wiki/Q2079	51.333333333333,12.383333333333															Pierre Philippe Wolf
98.36			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
98.37			Hambourg	Hambourg	https://www.wikidata.org/wiki/Q1055	53.55,10															chez les principaux libraires
98.39			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
98.4			Genève & Paris	Genève	https://www.wikidata.org/wiki/Q71	46.2,6.15				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889									Lheureux, marchands de nouveautés
98.40	n		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Le Prieur
98.42	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Desenne
98.43			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Lepelit
98.44			Paris & Berlin	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889							Berlin	https://www.wikidata.org/wiki/Q64	52.516666666667,13.383333333333						Onfroy, Fr. de Lagarde
98.45			Hambourg & Paris & Londres	Hambourg	https://www.wikidata.org/wiki/Q1055	53.55,10				Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889						Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275	P. Chateauneuf, Bernard, L’Homme
98.46	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
98.47			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Cailleau
98.48	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
98.49	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Maradan
98.5			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie rue Meslée, N°
98.50			Bruxelles	Bruxelles	https://www.wikidata.org/wiki/Q239	50.846666666666664,4.351666666666667															Stapleaux
98.51	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Tavernier, et chez le traducteur, rue du Hazard
98.52	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Ouvrier et Pigoreau
98.53	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Tavernier
98.54	nt		Londres	Londres	https://www.wikidata.org/wiki/Q84	51.507222222222,-0.1275															Lackington, Allen et Comp.
98.55	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Hautin, Nicole, Poignée
98.56	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															rue Saint-André-des-Arts, N°
98.57	t																				
98.58	t		Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	52.383333333333,4.9															libraires associés
98.59	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															A. Cl. Forget
98.6	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Carteret et Brosson
98.60			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Revol et Comp.
98.61	t		Hambourg & Brunswick	Hambourg	https://www.wikidata.org/wiki/Q1055	53.55,10							Brunswick	https://www.wikidata.org/wiki/Q2773	52.269166666667,10.521111111111						P.F. Fauche
98.62			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de Belin
98.63			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de la Cne. Balleu et se trouve chez les marchands de nouveautés
98.64	t		Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															au bureau de la librairie, chez H. Nicolle
98.65			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															
98.66	t		Paris & Avignon	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889							Avignon	https://www.wikidata.org/wiki/Q6397	43.948611111111,4.8083333333333						Michelet, Lemierre, Domergue
98.67			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															Louis
98.68			Paris	Paris	https://www.wikidata.org/wiki/Q90	48.856944444444,2.3513888888889															de l’imprimerie de Didot jeune
