P13		P52		check	1P52		1check	2P52		2check	3P52		3check	4P52		4check	5P52		5check	6P52		6check	7P52		8P52		8check	P52RP14	1P52RP14	2P52RP14	3P52RP14	4P52RP14	5P52RP14	6P52RP14	7P52RP14	8P52RP14
update																												Q1	Q1	Q1	Q1	Q1	Q1	Q1	Q1	Q1
id	s	r_pl	P48 1 Wikidata Label			P48 2 Wikidata Label			P48 3 Wikidata Label			P48 4 Wikidata Label			P48 5 Wikidata Label			P48 6 Wikidata Label			P48 7 Wikidata Label			P48 8 Wikidata Label		P48 9 Wikidata Label										
91.6																																				
91.7		Paris	Paris	https://www.wikidata.org/wiki/Q90	Hollande	Hollande	https://www.wikidata.org/wiki/Q102911	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																							
91.8		Francfort	Francfort-sur-le-Main	https://www.wikidata.org/wiki/Q1794	Milan	Milan	https://www.wikidata.org/wiki/Q490	Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869	Grande-Bretagne	Royaume-Uni	https://www.wikidata.org/wiki/Q145	...	...																					
91.9																																				
92.1		les bords du Niger	Niger	https://www.wikidata.org/wiki/Q3542																																
92.10																																				
92.11		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
92.12																																				
92.13																																				
92.14	nt																																			
92.15	t	province (Grenoble)	campagne	https://www.wikidata.org/wiki/Q175185	Am�rique	Amérique	https://www.wikidata.org/wiki/Q828		Grenoble	https://www.wikidata.org/wiki/Q1289																										
92.16		Siam	Siam	https://www.wikidata.org/wiki/Q1081620	Chine	République populaire de Chine	https://www.wikidata.org/wiki/Q148																													
92.17		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185	G�nes	Gênes	https://www.wikidata.org/wiki/Q1449																										
92.18	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
92.19		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
92.2		cour	cour	https://www.wikidata.org/wiki/Q1134237	province	campagne	https://www.wikidata.org/wiki/Q175185																													
92.20																																				
92.21	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
92.22	m																																			
92.23		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90	Italie	Italie	https://www.wikidata.org/wiki/Q38	Espagne	Espagne	https://www.wikidata.org/wiki/Q29																							
92.24		Pyr�n�es (p�riode r�volutionnaire)	Pyrénées	https://www.wikidata.org/wiki/Q12431																																
92.25																																				
92.26	m																																			
92.27																																				
92.28	c_MH?																																			
92.29																																				
92.3	t	Grande-Bretagne	Royaume-Uni	https://www.wikidata.org/wiki/Q145																																
92.30		Champagne (Xllle si�cle)	Champagne (Xllle si�cle)																																	
92.31																																				
92.32	t	Suisse (moyen �ge)	Suisse	https://www.wikidata.org/wiki/Q39																																
92.33		France	France	https://www.wikidata.org/wiki/Q142																																
92.34		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
92.35		Am�rique	�tats-Unis	https://www.wikidata.org/wiki/Q30																																
92.36																																				
92.37																																				
92.38																																				
92.39		France	France	https://www.wikidata.org/wiki/Q142																																
92.4																																				
92.40	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
92.5																																				
92.6	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
92.7		Paris	Paris	https://www.wikidata.org/wiki/Q90	Strasbourg	Strasbourg	https://www.wikidata.org/wiki/Q6602																													
92.8		Perse (XVe si�cle)	Perse	https://www.wikidata.org/wiki/Q3746183																																
92.9		pays imaginaire (Rapis)	pays de fiction	https://www.wikidata.org/wiki/Q1145276																																
93.1		France	France	https://www.wikidata.org/wiki/Q142	M�diterran�e	mer Méditerranée	https://www.wikidata.org/wiki/Q4918	Alger	Alger	https://www.wikidata.org/wiki/Q3561	Turquie	Turquie	https://www.wikidata.org/wiki/Q43																							
93.10	t																																			
93.11	t	le village de Z***	le village de Z***																																	
93.12	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
93.13		Guin�e	Guinée	https://www.wikidata.org/wiki/Q1006																																
93.14																																				
93.15		province	campagne	https://www.wikidata.org/wiki/Q175185																																
93.17	t	Espagne	Espagne	https://www.wikidata.org/wiki/Q29																																
93.18	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France (1790)	France	https://www.wikidata.org/wiki/Q142																													
93.19																																				
93.2	c																																			
93.20		Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
93.3																																				
93.4		environs de Paris	environs de Paris		Paris	Paris	https://www.wikidata.org/wiki/Q90																													
93.5		Europe	Europe	https://www.wikidata.org/wiki/Q46	Enfer	enfer	https://www.wikidata.org/wiki/Q564																													
93.6		Espagne	Espagne	https://www.wikidata.org/wiki/Q29																																
93.7	n																																			
93.8		Londres	Londres	https://www.wikidata.org/wiki/Q84	France	France	https://www.wikidata.org/wiki/Q142																													
93.9																																				
94.1		France	France	https://www.wikidata.org/wiki/Q142																																
94.10	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
94.11																																				
94.12		Maryland	Maryland	https://www.wikidata.org/wiki/Q1391	Boston	Boston	https://www.wikidata.org/wiki/Q100	New York	New York	https://www.wikidata.org/wiki/Q60	Philadelphie...	Philadelphie	https://www.wikidata.org/wiki/Q1345																							
94.14		�les bords de l�Or�noque�	Orénoque	https://www.wikidata.org/wiki/Q131792																																
94.15		Paris	Paris	https://www.wikidata.org/wiki/Q90	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Italie	Italie	https://www.wikidata.org/wiki/Q38																										
94.2																																				
94.3	c_MH																																			
94.4																																				
94.5		Alpes (cadre idyllique)	Alpes	https://www.wikidata.org/wiki/Q1286																																
94.6		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
94.6bis																																				
94.7		village �� quelques lieues de Paris�	village �� quelques lieues de Paris�		Paris (avant et apr�s 1789)	Paris (avant et apr�s 1789)																														
94.9	t	Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185																													
95.1																																				
95.10		Indes	Inde	https://www.wikidata.org/wiki/Q668	France	France	https://www.wikidata.org/wiki/Q142	Italie	Italie	https://www.wikidata.org/wiki/Q38																										
95.11	m																																			
95.12		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
95.13		Provence	Provence	https://www.wikidata.org/wiki/Q101081																																
95.14		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185	Gr�ce	Gr�ce	https://www.wikidata.org/wiki/Q41	Moyen-Orient	Moyen-Orient	https://www.wikidata.org/wiki/Q7204																							
95.15		Palatinat (XVIe si�cle)	Palatinat (XVIe si�cle)																																	
95.16	t																																			
95.17	nt																																			
95.18																																				
95.19	*																																			
95.2	t																																			
95.21	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
95.22	mnt																																			
95.23	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
95.24		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185	Am�rique (p�riode r�volutionnaire)	Am�rique	https://www.wikidata.org/wiki/Q828																										
95.25																																				
95.26		Italie	Italie	https://www.wikidata.org/wiki/Q38	�le d�serte	île inhabitée	https://www.wikidata.org/wiki/Q1065592																													
95.27	n	isle de Saint-Domingue	Saint-Domingue	https://www.wikidata.org/wiki/Q861551	Brest	Brest	https://www.wikidata.org/wiki/Q12193	Paris	Paris	https://www.wikidata.org/wiki/Q90	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																							
95.28																																				
95.29																																				
95.3	t?	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142																													
95.30	n																																			
95.31																																				
95.32																																				
95.33																																				
95.34		Perse (r�gne de Cyrus)	Perse	https://www.wikidata.org/wiki/Q3746183																																
95.35																																				
95.38	c_MH																																			
95.39	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142																													
95.4	t?	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
95.40	mt																																			
95.41	t	Allemagne (13e si�cle)	Allemagne	https://www.wikidata.org/wiki/Q183	Arabie	Arabie	https://www.wikidata.org/wiki/Q31945																													
95.42																																				
95.43	ct	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
95.44	t	Gr�ce antique	Gr�ce antique	https://www.wikidata.org/wiki/Q11772																																
95.5	t?																																			
95.6	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
95.7	t																																			
95.8	c_MH																																			
95.9																																				
96.1																																				
96.10																																				
96.11																																				
96.12		France	France	https://www.wikidata.org/wiki/Q142																																
96.13																																				
96.14	t																																			
96.15	m																																			
96.16		France (Lignon)	France	https://www.wikidata.org/wiki/Q142	Afrique	Afrique	https://www.wikidata.org/wiki/Q15		Lignon	https://www.wikidata.org/wiki/Q1219591																										
96.17		pays de Galles	pays de Galles	https://www.wikidata.org/wiki/Q25	Londres	Londres	https://www.wikidata.org/wiki/Q84																													
96.18bis		pr�s de Belgrade	Belgrade	https://www.wikidata.org/wiki/Q3711																																
96.19	m																																			
96.2																																				
96.20	mnt																																			
96.21	mn																																			
96.22	cmnt																																			
96.23		Indes	Inde	https://www.wikidata.org/wiki/Q668																																
96.24	t																																			
96.25	nt																																			
96.26	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
96.27	nt																																			
96.28	nt																																			
96.29	nt																																			
96.3		France	France	https://www.wikidata.org/wiki/Q142	Espagne	Espagne	https://www.wikidata.org/wiki/Q29	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Afrique	Afrique	https://www.wikidata.org/wiki/Q15																							
96.30																																				
96.31																																				
96.32		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185	Pays-Bas	Pays-Bas	https://www.wikidata.org/wiki/Q55	Am�riques	Am�rique	https://www.wikidata.org/wiki/Q828																							
96.33		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142																													
96.34	t	Europe	Europe	https://www.wikidata.org/wiki/Q46	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																													
96.35	mnt																																			
96.36	t	Vosges (village d�Enzenheim)	Vosges (village d�Enzenheim)			Enzenheim																														
96.37	mnt																																			
96.38		France	France	https://www.wikidata.org/wiki/Q142																																
96.39		England (sic)	Angleterre	https://www.wikidata.org/wiki/Q21	Irlande	Irlande	https://www.wikidata.org/wiki/Q27																													
96.4	t																																			
96.40		Gaule	Gaule	https://www.wikidata.org/wiki/Q38060																																
96.41		province	campagne	https://www.wikidata.org/wiki/Q175185																																
96.42		France	France	https://www.wikidata.org/wiki/Q142																																
96.43																																				
96.44																																				
96.45	n																																			
96.46		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
96.47	t	Sicile	Sicile	https://www.wikidata.org/wiki/Q1460	Naples	Naples	https://www.wikidata.org/wiki/Q2634	Espagne	Espagne	https://www.wikidata.org/wiki/Q29	Cuba	Cuba	https://www.wikidata.org/wiki/Q241	...	...																					
96.48	mnt																																			
96.49																																				
96.5		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
96.50		Calais	Calais	https://www.wikidata.org/wiki/Q6454	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
96.51																																				
96.52		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142																													
96.53																																				
96.54																																				
96.55	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
96.56	t																																			
96.57	t	Hesse	Hesse																																	
96.58	t	Savoie	Savoie	https://www.wikidata.org/wiki/Q12745	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																													
96.59	nt	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
96.6		Perse	Perse	https://www.wikidata.org/wiki/Q3746183																																
96.60		Perse antique	Perse antique	https://www.wikidata.org/wiki/Q99545681																																
96.61		Suisse	Suisse	https://www.wikidata.org/wiki/Q39																																
96.62	mt																																			
96.7	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
96.8		Persepolis (Paris)	Persepolis (Paris)																																	
96.9		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
97.1		�au sein des rochers arides de la S.....�	�au sein des rochers arides de la S.....�																																	
97.10	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
97.11																																				
97.12	m																																			
97.13		France	France	https://www.wikidata.org/wiki/Q142																																
97.14		campagne idyllique	campagne	https://www.wikidata.org/wiki/Q175185																																
97.15		Grande-Bretagne (aux temps du roi Arthur)	Royaume-Uni	https://www.wikidata.org/wiki/Q145																																
97.16		province (Nanci)	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21		Nancy	https://www.wikidata.org/wiki/Q40898																				
97.17		Indes	Inde	https://www.wikidata.org/wiki/Q668																																
97.18																																				
97.19	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
97.2	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142																													
97.20	nt																																			
97.23		Boh�me	Bohême	https://www.wikidata.org/wiki/Q39193																																
97.24																																				
97.25		province	campagne	https://www.wikidata.org/wiki/Q175185																																
97.26		province (Auvergne)	campagne	https://www.wikidata.org/wiki/Q175185		Auvergne	https://www.wikidata.org/wiki/Q1152																													
97.27		antiquit� romaine	Rome antique	https://www.wikidata.org/wiki/Q1747689																																
97.28	nt																																			
97.29		Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183	Am�rique	Amérique	https://www.wikidata.org/wiki/Q828	�cosse	Écosse	https://www.wikidata.org/wiki/Q22																										
97.3																																				
97.30	*																																			
97.31																																				
97.32	m																																			
97.33		cadre pastoral (les grottes des Grangettes	grotte	https://www.wikidata.org/wiki/Q35509	de Leyris et de Paille-Rose)	de Leyris et de Paille-Rose)																														
97.34																																				
97.35	nt																																			
97.36	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
97.37	t	�notre capitale�	�notre capitale�																																	
97.38	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
97.39																																				
97.4	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
97.40	t	province	campagne	https://www.wikidata.org/wiki/Q175185	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																													
97.41																																				
97.42	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142	Italie	Italie	https://www.wikidata.org/wiki/Q38																										
97.43		France (XVIe si�cle)	France	https://www.wikidata.org/wiki/Q142																																
97.44		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
97.45	t	Madrid	Madrid	https://www.wikidata.org/wiki/Q2807																																
97.46	nt																																			
97.47	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
97.48																																				
97.49	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
97.5	m																																			
97.50	n																																			
97.51		France (moyen �ge)	France au Moyen Âge	https://www.wikidata.org/wiki/Q237131																																
97.52	c_MH																																			
97.53																																				
97.54	t	�cosse	Écosse	https://www.wikidata.org/wiki/Q22																																
97.55	t																																			
97.56	nt	Italie	Italie	https://www.wikidata.org/wiki/Q38																																
97.57	t	Sicile (XVIe si�cle)	Sicile (XVIe si�cle)																																	
97.58	t	Guyenne	Guyenne		Roussillon	Roussillon	https://www.wikidata.org/wiki/Q15476	Italie (XVIe si�cle)	Italie	https://www.wikidata.org/wiki/Q38																										
97.59		Berlin	Berlin	https://www.wikidata.org/wiki/Q64																																
97.6		Paris	Paris	https://www.wikidata.org/wiki/Q90	province (Normandie)	Normandie	https://www.wikidata.org/wiki/Q15878	la Martinique	Martinique	https://www.wikidata.org/wiki/Q17054	Philadelphie	Philadelphie																								
97.60	t	Am�rique (le lac Ontario)	Amérique	https://www.wikidata.org/wiki/Q828		Ontario																														
97.61		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
97.62	t	Italie	Italie	https://www.wikidata.org/wiki/Q38																																
97.63	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
97.64	nt																																			
97.65		province	campagne	https://www.wikidata.org/wiki/Q175185																																
97.66		province (Tours)	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90	�le d�serte	île inhabitée	https://www.wikidata.org/wiki/Q1065592		Tours	https://www.wikidata.org/wiki/Q288																							
97.67																																				
97.68		Marseille	Marseille	https://www.wikidata.org/wiki/Q23482	Paris	Paris	https://www.wikidata.org/wiki/Q90	Orl�ans (de 1789 � l�an III)	Orl�ans	https://www.wikidata.org/wiki/Q6548																										
97.69																																				
97.7	t																																			
97.70	*																																			
97.71		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
97.72		cadre fantaististe (�non loin du palais de l�amante de C�phale�)	lieu de fiction	https://www.wikidata.org/wiki/Q3895768																																
97.73		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185																													
97.75	nt	Suisse	Suisse	https://www.wikidata.org/wiki/Q39	France	France	https://www.wikidata.org/wiki/Q142																													
97.76	nt																																			
97.77		Europe	Europe	https://www.wikidata.org/wiki/Q46																																
97.8	mt																																			
97.9	nt																																			
98.1		France	France	https://www.wikidata.org/wiki/Q142																																
98.10		France (Normandie)	France	https://www.wikidata.org/wiki/Q142		Normandie	https://www.wikidata.org/wiki/Q15878																													
98.11		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Am�rique du Nord	Amérique du Nord	https://www.wikidata.org/wiki/Q49																													
98.12	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																													
98.13	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.14																																				
98.15																																				
98.16	nt																																			
98.17	t																																			
98.18	t?	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.19		Suisse	Suisse	https://www.wikidata.org/wiki/Q39	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183	France	France	https://www.wikidata.org/wiki/Q142																										
98.2		Gr�ce antique	Gr�ce antique	https://www.wikidata.org/wiki/Q11772																																
98.20	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.21	t																																			
98.22		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
98.23	t																																			
98.24	ct																																			
98.25	t?																																			
98.26	t	pays de Galles	pays de Galles	https://www.wikidata.org/wiki/Q25																																
98.27		France	France	https://www.wikidata.org/wiki/Q142	Hollande	Hollande	https://www.wikidata.org/wiki/Q102911	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183	Japon	Japon	https://www.wikidata.org/wiki/Q17																							
98.28		Italie	Italie	https://www.wikidata.org/wiki/Q38																																
98.29	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Ecosse	Écosse	https://www.wikidata.org/wiki/Q22																													
98.3		Bas-Languedoc	Bas-Languedoc	https://www.wikidata.org/wiki/Q809717	Europe	Europe	https://www.wikidata.org/wiki/Q46	Moyen-Orient	Moyen-Orient	https://www.wikidata.org/wiki/Q7204																										
98.30		province	campagne	https://www.wikidata.org/wiki/Q175185																																
98.31		Paris	Paris	https://www.wikidata.org/wiki/Q90	Arsenne	Arsenne		Laurence	Laurence		Saint-Cyran	Saint-Cyran																								
98.32	[98.32]																																			
98.33	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
98.34		France	France	https://www.wikidata.org/wiki/Q142																																
98.35	c_MH																																			
98.36																																				
98.37		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
98.39		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
98.4		province (Orl�ans)	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90	Italie	Italie	https://www.wikidata.org/wiki/Q38	Espagne	Espagne	https://www.wikidata.org/wiki/Q29		Orl�ans	https://www.wikidata.org/wiki/Q6548																				
98.40	n																																			
98.42	t	Italie	Italie	https://www.wikidata.org/wiki/Q38																																
98.43		France	France	https://www.wikidata.org/wiki/Q142	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																													
98.44		Suisse	Suisse	https://www.wikidata.org/wiki/Q39	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183	Danemarck	Danemark	https://www.wikidata.org/wiki/Q35	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																							
98.45		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																										
98.46	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.47																																				
98.48	t	Londres	Londres	https://www.wikidata.org/wiki/Q84																																
98.49	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.5		province (Montpellier	campagne	https://www.wikidata.org/wiki/Q175185	Toulouse	Toulouse		Grenoble	Grenoble	https://www.wikidata.org/wiki/Q1289	...)	...)			Montpellier	https://www.wikidata.org/wiki/Q6441																				
98.50																																				
98.51	t	Espagne	Espagne	https://www.wikidata.org/wiki/Q29																																
98.52	t	Angleterre (Xlle si�cle)	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.53	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.54	nt																																			
98.55	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Italie	Italie	https://www.wikidata.org/wiki/Q38																													
98.56	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.57	t																																			
98.58	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
98.59	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
98.6	t																																			
98.60		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.61	t	Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185																													
98.62		Gr�ce	Gr�ce	https://www.wikidata.org/wiki/Q41	Asie Mineure	Asie mineure	https://www.wikidata.org/wiki/Q12824780																													
98.63																																				
98.64	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
98.65		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185																													
98.66	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.67		province (Bretagne)	campagne	https://www.wikidata.org/wiki/Q175185	Italie	Italie	https://www.wikidata.org/wiki/Q38		Bretagne	https://www.wikidata.org/wiki/Q327																										
98.68																																				
98.69		France	France	https://www.wikidata.org/wiki/Q142	Italie (XVIe si�cle)	Italie	https://www.wikidata.org/wiki/Q38																													
98.7		Pays de Galles	pays de Galles	https://www.wikidata.org/wiki/Q25																																
98.70	nt																																			
98.71	t	Espagne	Espagne	https://www.wikidata.org/wiki/Q29	Italie	Italie	https://www.wikidata.org/wiki/Q38																													
98.72	t																																			
98.73		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.73bis	mt	H�brides	Hébrides	https://www.wikidata.org/wiki/Q123377																																
98.74	m																																			
98.75		�le de Saint-Domingue	Hispaniola	https://www.wikidata.org/wiki/Q25277																																
98.76		Portugal	Portugal	https://www.wikidata.org/wiki/Q45	une �le inconnue	�le	https://www.wikidata.org/wiki/Q23442																													
98.77	*																																			
98.78																																				
98.79	t	Paris	Paris	https://www.wikidata.org/wiki/Q90	Londres	Londres	https://www.wikidata.org/wiki/Q84																													
98.8	t	Angleterre (moyen �ge)	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.80																																				
98.81		Saint-Domingue	Hispaniola	https://www.wikidata.org/wiki/Q25277																																
98.82		Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183	Hongrie	Hongrie	https://www.wikidata.org/wiki/Q28																													
98.83	*																																			
98.83bis	t	royaume de Tato�aba	royaume de Tato�aba																																	
98.86	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
98.87																																				
98.89		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185																													
98.9	nt																																			
98.90		�le de Rhodes	Rhodes	https://www.wikidata.org/wiki/Q43048	Sicile	Sicile	https://www.wikidata.org/wiki/Q4951156	Cr�te	Crète	https://www.wikidata.org/wiki/Q34374																										
98.91	nt	Boh�me (Belgrade	Bohême	https://www.wikidata.org/wiki/Q39193	Vienne	Vienne	https://www.wikidata.org/wiki/Q1741	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21		Belgrade	https://www.wikidata.org/wiki/Q3711																							
98.92	t																																			
98.93																																				
98.94		�le de Wight	île de Wight	https://www.wikidata.org/wiki/Q9679																																
98.95	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Am�rique	Amérique	https://www.wikidata.org/wiki/Q828																													
98.96	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
98.97		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Gen�ve	Genève	https://www.wikidata.org/wiki/Q71																													
99.1																																				
99.10		France (Auxerre	France	https://www.wikidata.org/wiki/Q142	Lyon	Lyon	https://www.wikidata.org/wiki/Q456	Paris	Paris	https://www.wikidata.org/wiki/Q90	...)	...)			Auxerre	https://www.wikidata.org/wiki/Q167600																				
99.100	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183	Italie	Italie	https://www.wikidata.org/wiki/Q38																													
99.101	nt																																			
99.102	t																																			
99.103		Paris	Paris	https://www.wikidata.org/wiki/Q90	Province	campagne	https://www.wikidata.org/wiki/Q175185																													
99.106																																				
99.107																																				
99.108																																				
99.109		Bretagne	Bretagne	https://www.wikidata.org/wiki/Q327																																
99.11																																				
99.110		�le pr�s de la Nouvelle Z�lande	�le pr�s de la Nouvelle Z�lande		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																													
99.111																																				
99.112		province	campagne	https://www.wikidata.org/wiki/Q175185																																
99.113		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris (sous la R�volution)	Paris	https://www.wikidata.org/wiki/Q90																													
99.114		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
99.115																																				
99.116																																				
99.117	nt	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183	Norv�ge	Norvège	https://www.wikidata.org/wiki/Q20																													
99.118		Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																													
99.119		Londres	Londres	https://www.wikidata.org/wiki/Q84	France	France	https://www.wikidata.org/wiki/Q142																													
99.12	t?	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
99.120		Europe	Europe	https://www.wikidata.org/wiki/Q46	Moyen-Orient	Moyen-Orient	https://www.wikidata.org/wiki/Q7204	Indes	Indes	https://www.wikidata.org/wiki/Q213137																										
99.121		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
99.122																																				
99.123		province	campagne	https://www.wikidata.org/wiki/Q175185	Dormans Ch�lons	Ch�lons)			Dormans	https://www.wikidata.org/wiki/Q833380																										
99.124		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
