"P13"		"P47"	"P55"	"P55RP14"
"update"				"Q1"
	"check item"	"minimale Korrekturen"	"neu: Mapping der Strings auf 7 Werte"	"stated in Q1"
"80.12"	"m"	"En marge: 3e personne"	"heterodiegetic"	
"89.15"	"m"	"En marge: 3e personne"	"heterodiegetic"	
"62.26"	"m"	"En marge: 3e personne avec beaucoup de dialogue"	"mixed"	
"76.1"	"m"	"En marge: 3e personne avec un retour en arrière 1re personne"	"heterodiegetic"	
"74.1"	"m"	"En marge: 3e personne avec une ‘confession’ 1re personne"	"heterodiegetic"	
"75.39bis"	"m"	"En marge: 3e personne, avec dialogues (15 Entretiens)"	"heterodiegetic"	
"74.22"	"mt"	"En marge: 3e personne, avec récits intercalés 1re et 3e personnes"	"heterodiegetic"	
"63.29"	"mt"	"En marge: lettres"	"epistolary"	
"77.54"		"Forme dramatique"	"unknown"	
"85.37"		"Forme dramatique"	"unknown"	
"67.24"		"Forme dramatique (dialogues)"	"dialogue"	
"90.50"	"nt"	"Forme dramatique, avec narration 3e personne"	"heterodiegetic"	
"66.39"		"Forme dramatique, entrecoupée de narration 3e personne"	"heterodiegetic"	
"83.19"	"nt"	"Le récit est présenté à travers un dialogue entre un père et ses enfants"	"dialogue"	
"67.11"		"1re personne, avec recits 1re personne"	"autodiegetic"	
"00.10"		"Lettres"	"epistolary"	
"00.108"		"Lettres"	"epistolary"	
"00.109"		"Lettres"	"epistolary"	
"00.117"		"Lettres"	"epistolary"	
"00.137"		"Lettres"	"epistolary"	
"00.7"		"Lettres"	"epistolary"	
"00.75"		"Lettres"	"epistolary"	
"00.95"		"Lettres"	"epistolary"	
"51.31"		"Lettres"	"epistolary"	
"52.10"	"nt"	"Lettres"	"epistolary"	
"52.34"	"m"	"Lettres"	"epistolary"	
"53.13"	"c"	"Lettres"	"epistolary"	
"53.22"		"Lettres"	"epistolary"	
"53.28"		"Lettres"	"epistolary"	
"54.29"		"Lettres"	"epistolary"	
"55.40"	"t"	"Lettres"	"epistolary"	
"55.6"		"Lettres"	"epistolary"	
"56.24"		"Lettres"	"epistolary"	
"59.17"		"Lettres"	"epistolary"	
"60.2"		"Lettres"	"epistolary"	
"61.18"		"Lettres"	"epistolary"	
"62.4"		"Lettres"	"epistolary"	
"63.24"	"t"	"Lettres"	"epistolary"	
"63.41"		"Lettres"	"epistolary"	
"63.42"		"Lettres"	"epistolary"	
"63.7"		"Lettres"	"epistolary"	
"63.8"		"Lettres"	"epistolary"	
"64.18"	"t"	"Lettres"	"epistolary"	
"64.23"		"Lettres"	"epistolary"	
"64.27"		"Lettres"	"epistolary"	
"64.31"	"t"	"Lettres"	"epistolary"	
"64.40"		"Lettres"	"epistolary"	
"65.20"		"Lettres"	"epistolary"	
"65.22"		"Lettres"	"epistolary"	
"65.30"		"Lettres"	"epistolary"	
"65.44"		"Lettres"	"epistolary"	
"65.52"		"Lettres"	"epistolary"	
"65.8"		"Lettres"	"epistolary"	
"66.16"		"Lettres"	"epistolary"	
"66.28"		"Lettres"	"epistolary"	
"66.5"		"Lettres"	"epistolary"	
"67.20"		"Lettres"	"epistolary"	
"67.26"		"Lettres"	"epistolary"	
"67.7"	"t"	"Lettres"	"epistolary"	
"68.24"		"Lettres"	"epistolary"	
"68.34"		"Lettres"	"epistolary"	
"69.16"	"t?_MH"	"Lettres"	"epistolary"	
"69.38"	"t"	"Lettres"	"epistolary"	
"69.44"		"Lettres"	"epistolary"	
"69.5"	"t"	"Lettres"	"epistolary"	
"69.51"		"Lettres"	"epistolary"	
"69.64bis"	"t"	"Lettres"	"epistolary"	
"69.65"		"Lettres"	"epistolary"	
"70.11"		"Lettres"	"epistolary"	
"70.30"	"t"	"Lettres"	"epistolary"	
"70.46"		"Lettres"	"epistolary"	
"70.7"	"t"	"Lettres"	"epistolary"	
"71.21"		"Lettres"	"epistolary"	
"71.30"		"Lettres"	"epistolary"	
"72.25"	"t"	"Lettres"	"epistolary"	
"72.27"		"Lettres"	"epistolary"	
"72.32"		"Lettres"	"epistolary"	
"72.4"		"Lettres"	"epistolary"	
"73.18"		"Lettres"	"epistolary"	
"73.23"	"t"	"Lettres"	"epistolary"	
"73.5"		"Lettres"	"epistolary"	
"74.17"		"Lettres"	"epistolary"	
"75.10"		"Lettres"	"epistolary"	
"75.19"		"Lettres"	"epistolary"	
"75.1bis"		"Lettres"	"epistolary"	
"75.4"	"t"	"Lettres"	"epistolary"	
"75.6"	"t"	"Lettres"	"epistolary"	
"76.26"	"t"	"Lettres"	"epistolary"	
"76.30"		"Lettres"	"epistolary"	
"76.41"		"Lettres"	"epistolary"	
"76.44"		"Lettres"	"epistolary"	
"76.6"	"t"	"Lettres"	"epistolary"	
"76.8"	"t"	"Lettres"	"epistolary"	
"77.16"		"Lettres"	"epistolary"	
"77.18"	"t"	"Lettres"	"epistolary"	
"77.2"		"Lettres"	"epistolary"	
"77.30"		"Lettres"	"epistolary"	
"77.42"	"t"	"Lettres"	"epistolary"	
"77.52"		"Lettres"	"epistolary"	
"77.59"	"t"	"Lettres"	"epistolary"	
"78.12"		"Lettres"	"epistolary"	
"78.13"		"Lettres"	"epistolary"	
"78.26"		"Lettres"	"epistolary"	
"78.28"		"Lettres"	"epistolary"	
"79.2"		"Lettres"	"epistolary"	
"79.23"	"t"	"Lettres"	"epistolary"	
"79.7"	"t"	"Lettres"	"epistolary"	
"80.19"		"Lettres"	"epistolary"	
"80.24"		"Lettres"	"epistolary"	
"80.27"		"Lettres"	"epistolary"	
"80.6"	"t"	"Lettres"	"epistolary"	
"81.1"		"Lettres"	"epistolary"	
"81.13"		"Lettres"	"epistolary"	
"81.15"		"Lettres"	"epistolary"	
"82.13"		"Lettres"	"epistolary"	
"82.15"	"t"	"Lettres"	"epistolary"	
"83.21"		"Lettres"	"epistolary"	
"83.22"		"Lettres"	"epistolary"	
"83.25"		"Lettres"	"epistolary"	
"83.35"		"Lettres"	"epistolary"	
"83.46"	"t"	"Lettres"	"epistolary"	
"83.59"		"Lettres"	"epistolary"	
"83.7"		"Lettres"	"epistolary"	
"83.8"		"Lettres"	"epistolary"	
"84.13"		"Lettres"	"epistolary"	
"84.15"	"t"	"Lettres"	"epistolary"	
"84.18"		"Lettres"	"epistolary"	
"84.21"		"Lettres"	"epistolary"	
"84.47"		"Lettres"	"epistolary"	
"84.57"	"t"	"Lettres"	"epistolary"	
"85.1"	"t"	"Lettres"	"epistolary"	
"85.11"		"Lettres"	"epistolary"	
"85.14"		"Lettres"	"epistolary"	
"85.20"		"Lettres"	"epistolary"	
"85.25"		"Lettres"	"epistolary"	
"85.28"		"Lettres"	"epistolary"	
"85.35"		"Lettres"	"epistolary"	
"85.39"		"Lettres"	"epistolary"	
"86.27"		"Lettres"	"epistolary"	
"86.33"		"Lettres"	"epistolary"	
"86.37"	"t"	"Lettres"	"epistolary"	
"86.42"		"Lettres"	"epistolary"	
"86.47"		"Lettres"	"epistolary"	
"86.58"		"Lettres"	"epistolary"	
"86.8"		"Lettres"	"epistolary"	
"87.32"	"t"	"Lettres"	"epistolary"	
"87.35"	"t"	"Lettres"	"epistolary"	
"87.37"	"t"	"Lettres"	"epistolary"	
"87.43"		"Lettres"	"epistolary"	
"87.44"		"Lettres"	"epistolary"	
"87.54"		"Lettres"	"epistolary"	
"87.62"	"t"	"Lettres"	"epistolary"	
"87.8"		"Lettres"	"epistolary"	
"88.1"		"Lettres"	"epistolary"	
"88.104"	"t"	"Lettres"	"epistolary"	
"88.14"		"Lettres"	"epistolary"	
"88.15"		"Lettres"	"epistolary"	
"88.18"	"t"	"Lettres"	"epistolary"	
"88.23"	"t"	"Lettres"	"epistolary"	
"88.26"	"t"	"Lettres"	"epistolary"	
"88.37"	"t"	"Lettres"	"epistolary"	
"88.46"		"Lettres"	"epistolary"	
"88.5"		"Lettres"	"epistolary"	
"88.54"		"Lettres"	"epistolary"	
"88.56"		"Lettres"	"epistolary"	
"88.57bis"	"t"	"Lettres"	"epistolary"	
"88.66"	"t"	"Lettres"	"epistolary"	
"88.76"		"Lettres"	"epistolary"	
"88.77"	"t"	"Lettres"	"epistolary"	
"88.8"	"t"	"Lettres"	"epistolary"	
"88.80"		"Lettres"	"epistolary"	
"88.87"		"Lettres"	"epistolary"	
"88.88"		"Lettres"	"epistolary"	
"88.98"		"Lettres"	"epistolary"	
"89.102"	"t"	"Lettres"	"epistolary"	
"89.109"	"t"	"Lettres"	"epistolary"	
"89.12"		"Lettres"	"epistolary"	
"89.19"	"t"	"Lettres"	"epistolary"	
"89.31"	"t"	"Lettres"	"epistolary"	
"89.4"	"t"	"Lettres"	"epistolary"	
"89.43"		"Lettres"	"epistolary"	
"89.45"	"t"	"Lettres"	"epistolary"	
"89.49"	"t"	"Lettres"	"epistolary"	
"89.6"	"t?"	"Lettres"	"epistolary"	
"89.66"	"t"	"Lettres"	"epistolary"	
"89.69"	"t"	"Lettres"	"epistolary"	
"89.72"	"t"	"Lettres"	"epistolary"	
"89.82"		"Lettres"	"epistolary"	
"89.83"	"t"	"Lettres"	"epistolary"	
"89.92"		"Lettres"	"epistolary"	
"90.23"		"Lettres"	"epistolary"	
"90.37"	"t"	"Lettres"	"epistolary"	
"90.52"		"Lettres"	"epistolary"	
"90.62"		"Lettres"	"epistolary"	
"90.65"		"Lettres"	"epistolary"	
"91.19"		"Lettres"	"epistolary"	
"91.25"		"Lettres"	"epistolary"	
"91.32"		"Lettres"	"epistolary"	
"91.34"		"Lettres"	"epistolary"	
"91.40"		"Lettres"	"epistolary"	
"92.3"	"t"	"Lettres"	"epistolary"	
"92.35"		"Lettres"	"epistolary"	
"93.11"	"t"	"Lettres"	"epistolary"	
"93.12"	"t"	"Lettres"	"epistolary"	
"93.18"	"t"	"Lettres"	"epistolary"	
"93.20"		"Lettres"	"epistolary"	
"93.8"		"Lettres"	"epistolary"	
"94.12"		"Lettres"	"epistolary"	
"95.12"		"Lettres"	"epistolary"	
"95.3"	"t?"	"Lettres"	"epistolary"	
"95.4"	"t?"	"Lettres"	"epistolary"	
"95.43"	"ct"	"Lettres"	"epistolary"	
"96.33"		"Lettres"	"epistolary"	
"96.42"		"Lettres"	"epistolary"	
"96.61"		"Lettres"	"epistolary"	
"96.7"	"t"	"Lettres"	"epistolary"	
"97.27"		"Lettres"	"epistolary"	
"97.4"	"t"	"Lettres"	"epistolary"	
"97.59"		"Lettres"	"epistolary"	
"97.68"		"Lettres"	"epistolary"	
"97.73"		"Lettres"	"epistolary"	
"97.77"		"Lettres"	"epistolary"	
"98.1"		"Lettres"	"epistolary"	
"98.18"	"t?"	"Lettres"	"epistolary"	
"98.33"	"t"	"Lettres"	"epistolary"	
"98.56"	"t"	"Lettres"	"epistolary"	
"98.66"	"t"	"Lettres"	"epistolary"	
"99.112"		"Lettres"	"epistolary"	
"99.118"		"Lettres"	"epistolary"	
"99.124"		"Lettres"	"epistolary"	
"99.151"	"t"	"Lettres"	"epistolary"	
"99.167"		"Lettres"	"epistolary"	
"99.172"		"Lettres"	"epistolary"	
"99.175"	"t"	"Lettres"	"epistolary"	
"99.19"	"t"	"Lettres"	"epistolary"	
"99.45"	"t"	"Lettres"	"epistolary"	
"99.52"		"Lettres"	"epistolary"	
"82.38"		"Lettres (correspondance au cours de laquelle la marquise raconte sa vie)"	"epistolary"	
"98.39"		"Lettres (dont la plupart, écrites par Adèle, racontent l’histoire de Marie)"	"epistolary"	
"67.19"		"Lettres (laissées dans une guinguette par un facteur ivre)"	"epistolary"	
"52.12"		"Lettres (les deux premières parties offrent chacune quatre séries de lettres, tandis que la 3e partie constitue une seule histoire écrite par un homme et la 4e une histoire écrite par une femme)"	"epistolary"	
"71.42"		"Lettres contenant une narration 1re personne"	"mixed"	
"69.69"		"Lettres d’Amabed: lettres"	"epistolary"	
"89.18"		"Lettres et 3e personne, avec un récit intercalé 1re personne"	"mixed"	
"71.17"		"Lettres vénitiennes: lettres"	"epistolary"	
"72.31"		"Lettres, avec beaucoup de récits intercalés 3e personne (dont certains sont renvoyés à une sorte d’appendice)"	"mixed"	
"57.9"		"Lettres, avec commentaire"	"epistolary"	
"88.86"		"Lettres, avec commentaire 3e personne"	"epistolary"	
"67.43"		"Lettres, avec longs récits intercalés 1re personne"	"mixed"	
"70.50"	"t"	"Lettres, avec mémoires 1re personne et récits intercalés 3e personne"	"epistolary"	
"98.44"		"Lettres, avec mémoires intercalés 1re personne"	"epistolary"	
"00.62"		"Lettres, avec narration 3e personne"	"epistolary"	
"90.41"		"Lettres, avec quelques passages de narration 3e personne"	"epistolary"	
"96.39"		"Lettres, avec quelques passages de narration à la 3e personne"	"epistolary"	
"69.35"		"Lettres, avec récit 1re personne"	"epistolary"	
"88.32"		"Lettres, avec récit intercalé"	"epistolary"	
"67.31"		"Lettres, avec récit intercalé 1re personne"	"epistolary"	
"79.26"		"Lettres, avec récit intercalé 1re personne"	"epistolary"	
"85.23"		"Lettres, avec récit intercalé 1re personne"	"epistolary"	
"86.17"	"t?_MH"	"Lettres, avec récit intercalé 1re personne"	"epistolary"	
"88.62"	"nt"	"Lettres, avec récit intercalé 1re personne"	"epistolary"	
"88.9"	"t"	"Lettres, avec récit intercalé 1re personne"	"epistolary"	
"89.56"		"Lettres, avec récit intercalé 1re personne"	"epistolary"	
"92.19"		"Lettres, avec récit intercalé 1re personne"	"epistolary"	
"98.65"		"Lettres, avec récit intercalé 1re personne"	"epistolary"	
"89.3"	"t"	"Lettres, avec récit intercalé 3e personne"	"epistolary"	
"81.3"	"t"	"Lettres, avec récit principal 1re personne (mémoires)"	"epistolary"	
"78.30"		"Lettres, avec récits et contes de fées 3e personne"	"epistolary"	
"77.56"		"Lettres, avec récits intercalés 1re et 3e personnes"	"epistolary"	
"88.16"		"Lettres, avec récits intercalés 1re et 3e personnes"	"epistolary"	
"00.57"		"Lettres, avec récits intercalés 1re personne"	"epistolary"	
"70.49"	"t"	"Lettres, avec récits intercalés 1re personne"	"epistolary"	
"72.18"		"Lettres, avec récits intercalés 1re personne"	"epistolary"	
"75.31"		"Lettres, avec récits intercalés 1re personne"	"epistolary"	
"80.20"		"Lettres, avec récits intercalés 1re personne"	"epistolary"	
"87.42"		"Lettres, avec récits intercalés 1re personne"	"epistolary"	
"70.61"	"nt"	"Lettres, avec un conte intercalé (Amours de Ludovico & d’Honoria) et la suite de l’Histoire des Troglodites"	"epistolary"	
"87.30"		"Lettres, avec un long récit 1re personne"	"mixed"	
"56.5"		"Lettres, avec un long récit intercalé 3e personne (Histoire de Verville et de Montrose)"	"mixed"	
"66.38"		"Lettres, avec un peu de narration 1re personne"	"epistolary"	
"68.7"		"Lettres, avec un récit 3e personne à la fin"	"epistolary"	
"95.5"	"t?"	"Lettres, avec une histoire intercalée 1re personne (Histoire de lady Revel)"	"epistolary"	
"88.73"	"t"	"Lettres, avec une narration 3e personne"	"epistolary"	
"87.50"		"Lettres, dialogues"	"mixed"	
"66.29"		"Lettres, dont certaines fort longues où la baronne raconte sa vie"	"epistolary"	
"92.32"	"t"	"Lettres, suivies de récits 1re et 3e personnes"	"mixed"	
"70.66"		"Moitié narration, moitié dialogues"	"mixed"	
"99.146"		"Narration 1re personne, suivie de lettres"	"mixed"	
"86.1"		"Récit 1re personne découpé en lettres"	"mixed"	
"89.17"	"t?"	"Roman en dialogue, avec narration 3e personne"	"dialogue"	
"51.40"	"t"	"Roman épistolaire"	"epistolary"	
"00.1"			"unknown"	
"00.101"			"unknown"	
"00.111"			"unknown"	
"00.112"			"unknown"	
"00.113"			"unknown"	
"00.116"			"unknown"	
"00.12"			"unknown"	
"00.125"			"unknown"	
"00.13"			"unknown"	
"00.132"			"unknown"	
"00.133"			"unknown"	
"00.134"			"unknown"	
"00.135"			"unknown"	
"00.139"	"t"		"unknown"	
"00.14"			"unknown"	
"00.142"	"m"		"unknown"	
"00.148"			"unknown"	
"00.154"	"t"		"unknown"	
"00.17"			"unknown"	
"00.2"	"t"		"unknown"	
"00.22"			"unknown"	
"00.23"			"unknown"	
"00.24"			"unknown"	
"00.25"			"unknown"	
"00.3"	"t?"		"unknown"	
"00.30"			"unknown"	
"00.31"			"unknown"	
"00.32"	"t?"		"unknown"	
"00.33"	"t"		"unknown"	
"00.34"			"unknown"	
"00.38"	"nt"		"unknown"	
"00.41"			"unknown"	
"00.45"	"m"		"unknown"	
"00.46"	"nt"		"unknown"	
"00.47"	"t"		"unknown"	
"00.5"			"unknown"	
"00.50"			"unknown"	
"00.52"			"unknown"	
"00.53"	"t"		"unknown"	
"00.59"	"mt"		"unknown"	
"00.6"			"unknown"	
"00.67"			"unknown"	
"00.69"			"unknown"	
"00.71"	"nt"		"unknown"	
"00.71bis"			"unknown"	
"00.77"	"mt"		"unknown"	
"00.78"	"nt"		"unknown"	
"00.8"			"unknown"	
"00.80"			"unknown"	
"00.86"	"t"		"unknown"	
"00.87"			"unknown"	
"00.88"	"nt"		"unknown"	
"00.89"			"unknown"	
"00.91"			"unknown"	
"00.92"			"unknown"	
"00.94"			"unknown"	
"51.14"			"unknown"	
"51.18"	"m"		"unknown"	
"51.19"	"[51.19]"		"unknown"	
"51.2"	"m"		"unknown"	
"51.20"			"unknown"	
"51.28"	"mt"		"unknown"	
"51.29"	"t"		"unknown"	
"51.30"	"m"		"unknown"	
"51.35"			"unknown"	
"51.6"	"m"		"unknown"	
"52.11"			"unknown"	
"52.20"	"m"		"unknown"	
"52.25"	"m"		"unknown"	
"52.30"	"c"		"unknown"	
"52.37"	"n"		"unknown"	
"52.38"	"n"		"unknown"	
"52.5"	"*"		"unknown"	
"52.6"	"n"		"unknown"	
"52.8"	"c"		"unknown"	
"53.15"			"unknown"	
"53.16"	"c"		"unknown"	
"53.21"	"*"		"unknown"	
"53.25"	"m"		"unknown"	
"53.29"	"n"		"unknown"	
"53.3"	"m"		"unknown"	
"53.35"	"c_MH"		"unknown"	
"54.11"	"m"		"unknown"	
"54.21"	"c_MH"		"unknown"	
"54.25"	"*"		"unknown"	
"54.26"	"m"		"unknown"	
"54.27bis"			"unknown"	
"54.32"	"*"		"unknown"	
"54.4"			"unknown"	
"55.2"	"m"		"unknown"	
"55.25"	"m"		"unknown"	
"55.33"	"c_MH"		"unknown"	
"55.42"	"*"		"unknown"	
"55.7"	"*"		"unknown"	
"56.13"	"c_MH"		"unknown"	
"56.15"	"t"		"unknown"	
"56.18"	"m"		"unknown"	
"56.22"	"m"		"unknown"	
"56.27"	"nt"		"unknown"	
"56.32"	"c_MH"		"unknown"	
"56.6"	"n"		"unknown"	
"57.11"	"*"		"unknown"	
"57.16"			"unknown"	
"57.4"	"m"		"unknown"	
"57.5"	"mn"		"unknown"	
"57.6"	"m"		"unknown"	
"58.10"	"m"		"unknown"	
"58.11"	"m"		"unknown"	
"58.14"	"*"		"unknown"	
"58.15"			"unknown"	
"58.16"	"*"		"unknown"	
"58.3"			"unknown"	
"59.11"	"c"		"unknown"	
"59.14"	"m"		"unknown"	
"59.15"	"n"		"unknown"	
"59.16"	"ct"		"unknown"	
"59.18"			"unknown"	
"59.19"			"unknown"	
"59.2"	"*"		"unknown"	
"59.20"	"m"		"unknown"	
"59.21"	"*"		"unknown"	
"59.24"			"unknown"	
"59.27"			"unknown"	
"59.3"	"c"		"unknown"	
"59.5"			"unknown"	
"59.6"	"m"		"unknown"	
"60.11"			"unknown"	
"60.12"	"c"		"unknown"	
"60.13"	"m"		"unknown"	
"60.17"	"m"		"unknown"	
"60.23"			"unknown"	
"60.30"			"unknown"	
"60.4"			"unknown"	
"60.5"			"unknown"	
"60.8"	"m"		"unknown"	
"61.1"	"c_MH"		"unknown"	
"61.12"			"unknown"	
"61.14"	"c_MH"		"unknown"	
"61.23"	"*"		"unknown"	
"61.24"	"n"		"unknown"	
"61.26"			"unknown"	
"61.4"	"[61.4]"		"unknown"	
"61.5"	"ct"		"unknown"	
"61.8"			"unknown"	
"62.10"			"unknown"	
"62.15"			"unknown"	
"62.17"	"nt"		"unknown"	
"62.18"	"mt"		"unknown"	
"62.19"	"mnt"		"unknown"	
"62.22"			"unknown"	
"62.25"	"mt"		"unknown"	
"62.29"	"m"		"unknown"	
"62.3"			"unknown"	
"62.31"	"t"		"unknown"	
"62.35"	"nt"		"unknown"	
"62.38"			"unknown"	
"62.5"			"unknown"	
"62.8"	"n"		"unknown"	
"63.13"	"*"		"unknown"	
"63.15"	"*"		"unknown"	
"63.17"			"unknown"	
"63.22"	"m"		"unknown"	
"63.26"			"unknown"	
"63.34"	"mt"		"unknown"	
"63.35"	"*"		"unknown"	
"63.36"	"*"		"unknown"	
"63.43"	"c"		"unknown"	
"64.11"			"unknown"	
"64.12"			"unknown"	
"64.13"			"unknown"	
"64.16"	"n"		"unknown"	
"64.17"	"m"		"unknown"	
"64.19"	"*"		"unknown"	
"64.22"			"unknown"	
"64.25"	"nt c_MH"		"unknown"	
"64.26"	"nt"		"unknown"	
"64.28"	"m"		"unknown"	
"64.29"	"mnt"		"unknown"	
"64.32"	"m"		"unknown"	
"64.33"	"mt"		"unknown"	
"64.34"	"c_MH"		"unknown"	
"64.36"	"m"		"unknown"	
"64.38"			"unknown"	
"64.42"	"m"		"unknown"	
"64.45"			"unknown"	
"64.8"			"unknown"	
"64.9"			"unknown"	
"65.10"	"m"		"unknown"	
"65.12"	"*"		"unknown"	
"65.13"			"unknown"	
"65.16"			"unknown"	
"65.17"			"unknown"	
"65.18"			"unknown"	
"65.21"			"unknown"	
"65.27"			"unknown"	
"65.3"	"m"		"unknown"	
"65.32"	"mt"		"unknown"	
"65.35"			"unknown"	
"65.36"			"unknown"	
"65.4"	"m"		"unknown"	
"65.40"			"unknown"	
"65.46"	"*"		"unknown"	
"65.47"			"unknown"	
"65.48"			"unknown"	
"65.49"			"unknown"	
"65.6"			"unknown"	
"65.9"	"*"		"unknown"	
"66.13"	"m"		"unknown"	
"66.14"			"unknown"	
"66.17"	"nt"		"unknown"	
"66.19"			"unknown"	
"66.2"			"unknown"	
"66.20"			"unknown"	
"66.22"	"*"		"unknown"	
"66.23"			"unknown"	
"66.25"			"unknown"	
"66.26"	"n"		"unknown"	
"66.3"	"c"		"unknown"	
"66.32"	"mnt"		"unknown"	
"66.40bis"	"mnt"		"unknown"	
"66.41"	"t"		"unknown"	
"66.6"	"m"		"unknown"	
"67.13"			"unknown"	
"67.23"			"unknown"	
"67.25"	"nt"		"unknown"	
"67.27"	"m"		"unknown"	
"67.28"	"nm"		"unknown"	
"67.33"			"unknown"	
"67.37"	"c_MH"		"unknown"	
"67.40"			"unknown"	
"67.46"			"unknown"	
"67.49"	"t"		"unknown"	
"68.10"	"m"		"unknown"	
"68.14"	"c_MH"		"unknown"	
"68.15"			"unknown"	
"68.18"	"m"		"unknown"	
"68.20"			"unknown"	
"68.28"			"unknown"	
"68.3"			"unknown"	
"68.31"			"unknown"	
"68.32"			"unknown"	
"68.39"	"m"		"unknown"	
"68.4"			"unknown"	
"68.45"	"m"		"unknown"	
"68.49"	"m"		"unknown"	
"68.58"	"mt"		"unknown"	
"69.18"	"n"		"unknown"	
"69.19"			"unknown"	
"69.21"	"m"		"unknown"	
"69.22"			"unknown"	
"69.24"			"unknown"	
"69.28"			"unknown"	
"69.3"	"c"		"unknown"	
"69.32"	"m"		"unknown"	
"69.37"	"n"		"unknown"	
"69.39"	"t"		"unknown"	
"69.4"			"unknown"	
"69.42"	"mt"		"unknown"	
"69.45"			"unknown"	
"69.46"			"unknown"	
"69.48"			"unknown"	
"69.53"	"m"		"unknown"	
"69.54"	"n"		"unknown"	
"69.55"			"unknown"	
"69.58"			"unknown"	
"69.59"	"m_MH"		"unknown"	
"69.61"	"mt"		"unknown"	
"69.7"	"t c_MH"		"unknown"	
"69.71"	"mt"		"unknown"	
"70.12"	"ct"		"unknown"	
"70.13"	"*"		"unknown"	
"70.19"			"unknown"	
"70.2"	"t"		"unknown"	
"70.20"			"unknown"	
"70.21"	"c_MH"		"unknown"	
"70.25"			"unknown"	
"70.28"			"unknown"	
"70.31"	"t"		"unknown"	
"70.33"	"m"		"unknown"	
"70.37"	"m"		"unknown"	
"70.4"	"*"		"unknown"	
"70.41"	"t"		"unknown"	
"70.42"			"unknown"	
"70.48"	"*"		"unknown"	
"70.54"	"mnt"		"unknown"	
"70.58"			"unknown"	
"70.59"			"unknown"	
"70.60"			"unknown"	
"70.62"			"unknown"	
"70.63"			"unknown"	
"70.64"	"c_MH"		"unknown"	
"70.68"			"unknown"	
"70.69"	"m"		"unknown"	
"70.70"	"*"		"unknown"	
"70.73"	"*"		"unknown"	
"70.76"			"unknown"	
"70.78"	"*mnt"		"unknown"	
"70.79"	"nt"		"unknown"	
"70.9"	"cn"		"unknown"	
"71.1"	"*"		"unknown"	
"71.10"	"c"		"unknown"	
"71.13"			"unknown"	
"71.18"	"m"		"unknown"	
"71.19"	"n"		"unknown"	
"71.2"	"[71.2.]"		"unknown"	
"71.22bis"			"unknown"	
"71.26"	"*"		"unknown"	
"71.28"	"m"		"unknown"	
"71.29"	"ct"		"unknown"	
"71.31"			"unknown"	
"71.33"	"ct"		"unknown"	
"71.34"			"unknown"	
"71.34bis"			"unknown"	
"71.35"			"unknown"	
"71.4"			"unknown"	
"71.40"	"c"		"unknown"	
"71.43"	"mt"		"unknown"	
"71.46"	"t"		"unknown"	
"71.6"			"unknown"	
"71.9"	"*"		"unknown"	
"72.13"			"unknown"	
"72.13bis"			"unknown"	
"72.2"			"unknown"	
"72.21"	"m"		"unknown"	
"72.24"			"unknown"	
"72.26"			"unknown"	
"72.3"	"*"		"unknown"	
"72.30"			"unknown"	
"72.33"			"unknown"	
"72.37"	"ct"		"unknown"	
"72.7"			"unknown"	
"72.9"	"nt"		"unknown"	
"73.10"			"unknown"	
"73.17"			"unknown"	
"73.2"	"m"		"unknown"	
"73.20"	"ct"		"unknown"	
"73.24"			"unknown"	
"73.25"			"unknown"	
"73.28"	"*"		"unknown"	
"73.6"			"unknown"	
"73.8"			"unknown"	
"74.12"			"unknown"	
"74.13"	"m"		"unknown"	
"74.14"			"unknown"	
"74.16"	"t"		"unknown"	
"74.18"			"unknown"	
"74.2"			"unknown"	
"74.21"			"unknown"	
"74.23"	"mt"		"unknown"	
"74.24"	"*"		"unknown"	
"74.26"	"m"		"unknown"	
"74.28"	"mnt"		"unknown"	
"74.8"			"unknown"	
"75.12"	"mnt"		"unknown"	
"75.17"	"c"		"unknown"	
"75.2"	"ct"		"unknown"	
"75.21"	"m"		"unknown"	
"75.22"			"unknown"	
"75.23"	"nt"		"unknown"	
"75.24"	"nt"		"unknown"	
"75.26"	"m"		"unknown"	
"75.32"			"unknown"	
"75.34"	"t"		"unknown"	
"75.39"	"m"		"unknown"	
"75.7"			"unknown"	
"75.8"	"c"		"unknown"	
"76.10"	"mt"		"unknown"	
"76.10bis"			"unknown"	
"76.11"	"mnt"		"unknown"	
"76.15"	"m"		"unknown"	
"76.16"	"mnt"		"unknown"	
"76.18"			"unknown"	
"76.19"	"nt"		"unknown"	
"76.2"			"unknown"	
"76.20"	"nt"		"unknown"	
"76.21"	"nt"		"unknown"	
"76.22"	"mt"		"unknown"	
"76.23"	"c"		"unknown"	
"76.25"			"unknown"	
"76.27"	"nt"		"unknown"	
"76.28"	"t"		"unknown"	
"76.29"	"mnt"		"unknown"	
"76.3"			"unknown"	
"76.31"			"unknown"	
"76.35"	"cmt"		"unknown"	
"76.37"			"unknown"	
"76.38"			"unknown"	
"76.4"	"c"		"unknown"	
"76.40"	"t"		"unknown"	
"76.46"			"unknown"	
"76.7"	"m"		"unknown"	
"76.9"	"cn"		"unknown"	
"77.12"	"m"		"unknown"	
"77.14"	"mt"		"unknown"	
"77.15"	"m"		"unknown"	
"77.15bis"			"unknown"	
"77.17"	"m"		"unknown"	
"77.20"	"c_MH"		"unknown"	
